Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Latency
17,32,42,33,17,0.119526005
12,14,3,12,0,0.114842796
38,15,38,0,0,0.118070507
8,44,8,0,0,0.118737221
15,28,15,0,0,0.110605669
18,20,18,0,0,0.117522049
9,26,8,18,9,0.121586561
11,38,11,0,0,0.118461418
46,36,16,39,46,0.14114027
7,40,40,7,0,0.167385483
1,21,1,0,0,0.17615037
31,31,0,0,0,0.168363237
5,5,0,0,0,0.164354181
47,47,0,0,0,0.158979654
33,33,0,0,0,0.162013578
36,12,36,0,0,0.150218916
9,36,47,9,0,0.113291168
10,10,0,0,0,0.119606876
43,27,43,0,0,0.114840508
39,46,39,0,0,0.117759418
23,29,14,17,23,0.123835468
18,12,33,2,18,0.117690134
25,25,0,0,0,0.123079109
48,49,22,16,48,0.122462893
34,29,23,30,34,0.116680002
27,17,42,28,27,0.127998638
46,46,17,27,46,0.12331624
46,5,21,41,46,0.121416378
6,16,9,20,6,0.120249271
17,17,0,0,0,0.109795761
29,29,0,0,0,0.146802282
21,20,4,21,0,0.152001238
7,7,0,0,0,0.152226305
8,8,0,0,0,0.173875618
38,38,0,0,0,0.156496143
18,18,0,0,0,0.130232716
42,32,33,42,0,0.158687305
21,21,14,21,0,0.190911484
34,34,0,0,0,0.135789204
40,34,37,40,0,0.12199502
44,46,44,0,0,0.120318222
18,12,46,18,0,0.224701452
40,29,6,40,0,0.139431047
27,27,0,0,0,0.13482461
10,4,20,24,10,0.144355822
23,23,0,0,0,0.137235975
29,29,29,0,0,0.142655849
1,23,39,1,0,0.147329521
29,37,29,36,29,0.137827015
42,40,26,42,0,0.134422398
30,30,0,0,0,0.133662748
15,39,15,0,0,0.186260319
43,24,15,41,43,0.183976889
36,40,28,4,36,0.166805983
24,22,13,24,0,0.147920418
9,9,0,0,0,0.154397917
10,28,10,0,0,0.160413504
11,25,25,11,0,0.162524891
20,20,0,0,0,0.130995703
42,16,36,42,0,0.126358795
42,11,42,0,0,0.118468571
10,10,0,0,0,0.123681831
16,48,19,19,16,0.123730612
36,36,0,0,0,0.115232754
25,25,0,0,0,0.118499851
26,28,49,26,0,0.12068038
6,6,0,0,0,0.118413305
2,2,0,0,0,0.113738108
40,1,31,39,40,0.115261602
11,35,38,11,0,0.120809507
40,44,26,9,40,0.119814777
42,42,0,0,0,0.115815735
21,36,21,0,0,0.113003874
8,14,44,13,8,0.1637012
13,36,35,13,0,0.14714613
8,8,0,0,0,0.164658356
7,17,21,44,7,0.165076351
40,40,0,0,0,0.153372002
19,3,45,19,0,0.141185713
10,7,37,44,10,0.203860521
27,42,11,17,27,0.148933363
30,19,49,30,0,0.123914242
18,18,0,0,0,0.128838968
35,25,6,35,0,0.127172184
23,48,45,28,23,0.12532177
35,28,28,47,35,0.117831278
22,22,0,0,0,0.115953922
24,24,0,0,0,0.118463659
48,46,11,48,0,0.115168905
8,8,0,0,0,0.117651272
9,17,9,0,0,0.124315453
30,30,0,0,0,0.117336988
49,49,0,0,0,0.117113066
9,37,9,0,0,0.118923807
5,33,29,5,0,0.117723227
37,43,37,0,0,0.120332289
9,21,27,35,9,0.173955393
34,19,34,0,0,0.15556469
13,16,18,13,0,0.164448929
9,4,34,9,0,0.169582558
1,15,22,23,1,0.186583519
16,28,17,16,0,0.164161062
38,10,16,38,0,0.156062365
4,4,0,0,0,0.119129467
2,38,43,20,2,0.122670364
33,25,11,33,0,0.125132751
37,27,30,37,0,0.152336836
23,28,23,0,0,0.11835351
42,42,0,0,0,0.118409777
10,25,46,37,10,0.119570732
14,13,14,0,0,0.117872334
5,48,45,5,0,0.120196009
1,33,19,1,0,0.13139739
15,17,24,15,0,0.121384144
29,49,29,0,0,0.228598738
33,25,33,0,0,0.141204739
29,29,0,0,0,0.142875624
16,19,34,16,0,0.169923162
48,48,0,0,0,0.175469542
39,39,0,0,0,0.183187008
12,30,44,9,12,0.202007723
15,15,0,0,0,0.202436972
39,39,0,0,0,0.170376635
19,23,19,0,0,0.128474951
31,31,0,0,0,0.121189642
6,33,6,0,0,0.134406662
29,27,6,26,29,0.129700899
4,14,4,0,0,0.129884672
9,11,9,0,0,0.124825478
13,44,42,3,13,0.123495722
32,8,32,0,0,0.127307749
35,13,35,0,0,0.122010136
34,37,26,34,0,0.125399065
21,29,13,11,21,0.116861868
23,32,12,23,0,0.128635883
21,45,27,21,0,0.12259264
23,23,0,0,0,0.12278161
8,9,8,0,0,0.149201584
46,17,28,29,46,0.168135929
17,45,10,48,17,0.164138174
44,4,9,43,44,0.162609434
8,13,12,8,0,0.186666203
6,6,0,0,0,0.150380421
34,34,0,0,0,0.165667725
4,10,38,4,0,0.166596699
28,23,7,28,0,0.127842283
1,39,46,37,1,0.130081034
22,30,22,0,0,0.125240564
32,29,20,14,32,0.12524724
22,3,22,0,0,0.117354965
36,38,36,0,0,0.118811846
1,29,4,2,1,0.127884388
5,5,0,0,0,0.116120577
35,19,48,19,35,0.129426908
41,17,18,41,0,0.122634077
29,29,0,0,0,0.122640181
19,48,19,0,0,0.117429924
20,20,0,0,0,0.116513157
12,39,12,0,0,0.123442268
31,13,23,42,31,0.142787123
34,44,2,37,34,0.158706665
31,31,0,0,0,0.175789309
46,25,45,4,46,0.171978235
27,24,45,27,0,0.19190383
32,22,14,32,0,0.163477087
24,37,34,24,0,0.181103563
36,11,30,21,36,0.123929691
10,5,23,10,0,0.122346115
1,26,2,5,1,0.129621696
36,36,0,0,0,0.120595551
11,11,0,0,0,0.116242647
42,22,42,0,0,0.117969799
7,44,7,0,0,0.121167755
25,25,0,0,0,0.115320492
38,30,24,47,38,0.117242813
7,37,7,0,0,0.117516565
14,12,43,14,0,0.126175022
34,42,47,6,34,0.124229479
5,12,39,47,5,0.12032218
46,1,36,46,0,0.123220539
30,29,30,0,0,0.113957262
36,44,45,32,36,0.148695374
5,39,10,5,0,0.177265835
27,27,0,0,0,0.159368944
39,14,15,39,0,0.182754993
16,49,16,0,0,0.277117395
6,5,37,6,0,0.189394569
34,22,34,0,0,0.141571045
32,44,3,32,0,0.141455173
23,23,0,0,0,0.135546684
41,24,41,0,0,0.132145357
45,23,24,23,45,0.158342743
9,46,9,0,0,0.14563303
15,1,2,23,15,0.144238186
47,47,0,0,0,0.129754639
41,42,48,34,41,0.125162745
46,49,20,46,0,0.129581594
30,38,40,9,30,0.12750659
45,44,23,10,45,0.13100338
35,49,45,35,0,0.129426336
1,1,0,0,0,0.136290455
24,24,0,0,0,0.159364271
9,35,10,9,0,0.182232237
17,28,36,2,17,0.198607302
27,40,38,27,0,0.17975111
2,34,2,0,0,0.15532217
16,38,48,16,0,0.169611597
30,30,0,0,0,0.146840239
44,33,7,44,0,0.118248081
2,2,0,0,0,0.122066927
49,15,34,16,49,0.121905088
12,19,5,12,0,0.121190882
15,44,15,0,0,0.125002766
48,20,36,45,48,0.122189522
43,37,16,43,0,0.126090908
37,4,18,4,37,0.119545126
18,18,0,0,0,0.120209217
17,44,40,4,17,0.127231646
48,1,44,48,0,0.130702734
19,15,34,19,0,0.118420506
16,16,0,0,0,0.116163158
30,30,0,0,0,0.120823145
33,10,20,33,0,0.141994286
30,19,30,0,0,0.151551819
8,7,8,0,0,0.181951666
47,47,0,0,0,0.161288691
25,27,27,25,0,0.184641886
40,20,37,40,0,0.168620157
18,43,44,45,18,0.174986029
11,11,0,0,0,0.123741531
13,13,0,0,0,0.119290352
42,33,1,10,42,0.118134832
4,26,39,4,0,0.124697065
14,32,24,14,0,0.121253872
39,39,0,0,0,0.121647787
36,36,0,0,0,0.120430946
6,6,0,0,0,0.115325022
15,7,12,15,0,0.119377947
24,24,0,0,0,0.122742462
20,40,20,0,0,0.118157768
25,27,25,0,0,0.119914818
5,14,7,13,5,0.127852869
9,24,9,0,0,0.117756987
8,21,8,0,0,0.121673441
34,15,34,0,0,0.123730659
5,5,0,0,0,0.169674969
24,46,46,26,24,0.163026762
19,26,19,0,0,0.150490284
23,8,23,0,0,0.183811808
34,22,34,0,0,0.172759008
27,27,0,0,0,0.173997307
16,37,25,38,16,0.149514961
31,40,31,0,0,0.120900583
37,4,3,44,37,0.120238018
16,25,16,0,0,0.110918999
11,21,11,0,0,0.117200899
11,8,11,0,0,0.111167336
47,18,8,36,47,0.120630503
15,15,0,0,0,0.116927481
49,49,0,0,0,0.117187643
47,20,15,47,0,0.135292292
44,44,0,0,0,0.133143902
17,34,14,7,17,0.144786263
33,34,33,0,0,0.137469006
47,47,0,0,0,0.134483099
15,14,16,15,0,0.1420609
8,23,8,0,0,0.193536329
18,19,12,2,18,0.169875813
42,9,8,2,42,0.180717182
9,10,12,38,9,0.167844248
11,9,11,0,0,0.167649651
7,7,0,0,0,0.202184105
14,15,14,0,0,0.131051207
17,18,17,0,0,0.124485731
39,21,39,0,0,0.125920057
26,40,15,26,0,0.116588402
19,27,37,34,19,0.120553827
43,43,0,0,0,0.120263052
17,16,17,0,0,0.117813063
41,13,37,24,41,0.126032162
32,32,0,0,0,0.115896893
21,15,33,21,0,0.119226217
47,28,22,14,47,0.12516427
21,21,0,0,0,0.116946602
47,49,15,10,47,0.125233221
25,23,27,25,0,0.117002058
17,14,17,0,0,0.117280769
46,26,40,46,0,0.155278015
23,23,0,0,0,0.164857244
7,30,7,0,0,0.152760649
17,45,40,17,0,0.176150274
19,19,0,0,0,0.167396688
26,27,46,26,0,0.171205473
8,8,0,0,0,0.170720768
11,7,3,35,11,0.129574633
13,13,13,0,0,0.116558123
26,30,45,26,0,0.119915438
13,30,5,43,13,0.120056057
48,29,48,0,0,0.122229004
21,21,0,0,0,0.119793129
42,8,28,48,42,0.123647356
11,22,24,11,0,0.125498009
15,15,0,0,0,0.118637753
31,42,41,10,31,0.120486355
34,34,0,0,0,0.121303701
17,6,18,17,0,0.118589401
37,45,31,37,0,0.118119287
16,9,27,8,16,0.120383883
42,48,16,42,0,0.116819715
31,40,21,12,31,0.162064171
19,40,19,0,0,0.154763746
19,31,19,0,0,0.154748201
48,19,48,48,0,0.156181383
49,22,36,49,0,0.183469963
32,1,48,6,32,0.156950712
22,35,40,7,22,0.163887024
19,6,6,19,0,0.149485731
10,44,5,23,10,0.127240896
28,28,0,0,0,0.115504169
9,45,33,47,9,0.11990242
18,7,1,29,18,0.118712282
38,38,0,0,0,0.118011141
27,36,30,28,27,0.117201471
21,20,18,8,21,0.110613632
31,31,0,0,0,0.115952587
48,48,0,0,0,0.120486069
38,17,38,0,0,0.119562912
19,2,41,19,0,0.115160608
40,46,40,0,0,0.117451859
13,40,11,2,13,0.220006037
7,7,0,0,0,0.131600428
28,10,28,0,0,0.173944616
8,30,26,8,0,0.186384058
43,43,0,0,0,0.184400415
20,2,24,20,0,0.159317493
34,45,34,0,0,0.182579851
30,2,41,29,30,0.197141981
22,6,45,22,0,0.146524715
20,6,8,20,0,0.130654287
14,31,39,42,14,0.133742189
14,20,31,1,14,0.13241272
14,22,14,0,0,0.124933386
3,6,1,43,3,0.12411828
14,14,0,0,0,0.120093584
11,1,11,0,0,0.121750498
9,18,35,9,9,0.125297785
36,16,2,36,0,0.120694399
39,39,0,0,0,0.120900774
18,17,47,38,18,0.123725271
36,7,44,10,36,0.117698193
23,23,0,0,0,0.121073294
15,36,47,21,15,0.126129818
30,42,30,0,0,0.159603453
23,23,0,0,0,0.145651102
4,5,4,0,0,0.1717628
21,26,30,21,0,0.173587751
9,10,40,9,0,0.179496145
10,29,16,10,0,0.181841135
18,21,29,18,0,0.13873558
17,31,19,2,17,0.118326426
9,1,3,28,9,0.119486141
7,13,38,7,0,0.116616297
25,17,18,25,0,0.116900826
1,28,5,1,0,0.123302269
12,39,34,12,0,0.119697046
13,35,9,13,0,0.11965332
14,37,6,42,14,0.117430687
45,40,42,45,0,0.120276213
31,22,31,5,31,0.119061995
15,15,0,0,0,0.119080257
45,13,45,0,0,0.116748238
21,17,9,21,0,0.1212255
45,45,0,0,0,0.118518686
13,13,0,0,0,0.134209871
15,15,0,0,0,0.160539961
6,42,21,6,0,0.180768347
12,49,12,0,0,0.162043428
36,35,36,0,0,0.14022212
20,48,36,7,20,0.168920231
16,46,46,16,0,0.178038502
22,12,44,22,0,0.162720013
44,44,0,0,0,0.114153385
11,34,46,41,11,0.114759159
3,3,0,0,0,0.120954132
31,20,48,31,0,0.116877985
14,21,14,0,0,0.116990042
35,44,35,0,0,0.119790363
33,20,16,33,0,0.118253088
48,35,48,0,0,0.115587091
4,47,4,0,0,0.119430208
6,6,0,0,0,0.110602713
14,33,17,11,14,0.114805031
27,20,27,0,0,0.113905907
33,33,0,0,0,0.11533041
41,46,8,41,0,0.120968437
45,36,33,32,45,0.121581221
45,9,40,5,45,0.152344656
49,49,49,0,0,0.162866545
12,31,6,13,12,0.172469711
2,24,36,2,0,0.186700249
44,27,3,9,44,0.305898237
37,24,10,15,37,0.163787746
20,7,45,12,20,0.133576965
45,45,0,0,0,0.138001728
46,41,46,0,0,0.137838316
26,11,18,26,0,0.136077213
1,4,5,1,0,0.147681332
23,23,3,16,23,0.141982651
21,21,0,0,0,0.139494276
41,3,5,41,0,0.132252359
13,13,0,0,0,0.12380724
35,35,0,0,0,0.124259996
20,24,37,20,0,0.123076153
11,35,11,0,0,0.119260359
26,25,43,26,0,0.128151035
13,29,18,13,0,0.14650836
47,10,16,29,47,0.159420347
21,7,45,21,0,0.161113119
29,21,41,29,0,0.165845203
19,38,19,0,0,0.171729422
49,11,2,23,49,0.182290983
35,23,47,35,0,0.175923061
10,28,10,0,0,0.128906775
2,8,39,2,0,0.115019417
34,18,21,34,0,0.120120192
40,25,30,40,0,0.124428177
42,30,32,42,0,0.11537056
3,19,29,46,3,0.124797773
18,18,0,0,0,0.121160221
16,16,0,0,0,0.119661903
42,42,0,0,0,0.115182304
37,49,37,0,0,0.118003511
17,19,17,0,0,0.119572973
48,25,48,0,0,0.121911573
1,1,0,0,0,0.120000887
47,49,15,9,47,0.116365528
29,1,21,46,29,0.118895435
43,43,0,0,0,0.122408581
19,19,0,0,0,0.169121981
1,1,0,0,0,0.171208525
7,37,7,0,0,0.17273407
43,48,19,43,0,0.156966925
36,44,6,36,0,0.176515627
18,18,0,0,0,0.158335733
17,18,10,35,17,0.164820957
4,28,1,4,0,0.117459106
39,38,35,9,39,0.121263409
25,32,25,0,0,0.120321321
16,16,0,0,0,0.111622238
19,19,0,0,0,0.113024521
9,42,29,9,0,0.121190214
2,2,0,0,0,0.116865969
46,10,16,46,0,0.119137573
19,34,21,19,19,0.119757938
12,44,48,6,12,0.118483257
2,5,2,0,0,0.119273329
43,43,0,0,0,0.118349504
11,17,33,11,0,0.121073866
49,43,24,49,0,0.116518116
6,6,0,0,0,0.121058321
34,14,34,0,0,0.140063715
7,13,11,1,7,0.175592899
46,26,4,15,46,0.179032946
38,36,38,0,0,0.142679977
7,7,0,0,0,0.171842194
43,30,27,43,0,0.167291832
48,10,11,16,48,0.172490501
35,35,0,0,0,0.119073772
25,48,16,25,0,0.11778779
25,2,15,25,0,0.117580748
46,32,5,46,0,0.116348886
19,19,0,0,0,0.11358552
40,16,40,0,0,0.117816353
1,1,0,0,0,0.219228077
29,23,36,29,0,0.136812687
21,17,46,8,21,0.131126118
16,32,16,0,0,0.137507772
46,20,23,4,46,0.140355921
23,17,23,0,0,0.136151457
5,25,5,0,0,0.136822271
2,10,21,9,2,0.141964579
29,41,29,0,0,0.168824339
41,41,0,0,0,0.192046118
43,11,43,0,0,0.181847715
24,24,0,0,0,0.159840298
17,14,43,34,17,0.210888672
18,46,18,0,0,0.177754593
14,49,27,32,14,0.121189594
39,31,28,39,0,0.122268105
28,29,28,0,0,0.122673512
1,6,31,1,0,0.129977179
16,16,30,16,0,0.122252178
21,45,21,0,0,0.123456526
30,5,30,0,0,0.121924257
40,40,0,0,0,0.120272923
47,15,47,0,0,0.115859747
29,26,1,29,0,0.124171925
8,8,0,0,0,0.118845415
6,14,18,3,6,0.120145082
10,49,10,0,0,0.121766424
2,10,2,0,0,0.11889677
2,2,0,0,0,0.119534731
26,1,46,15,26,0.155487108
5,5,0,0,0,0.151869965
16,16,0,0,0,0.164012241
41,16,8,13,41,0.18568058
45,45,0,0,0,0.177873564
12,28,47,12,0,0.156004
32,38,21,42,32,0.170448685
12,12,26,12,0,0.141162968
9,1,47,10,9,0.129265738
25,49,35,25,0,0.13339467
41,41,31,41,0,0.125871086
45,17,45,0,0,0.117494583
31,18,47,31,0,0.123102999
21,2,25,1,21,0.120372868
36,48,33,37,36,0.1198524
26,26,5,26,0,0.125100327
3,3,0,0,0,0.126102257
20,25,11,18,20,0.122181702
40,40,0,0,0,0.120839548
25,19,11,25,0,0.124347401
9,3,9,0,0,0.117476034
2,2,0,0,0,0.121708202
13,43,47,13,0,0.143920565
46,45,39,18,46,0.174292612
19,6,43,4,19,0.185364151
3,11,2,3,0,0.160617971
6,20,24,4,6,0.179847383
41,41,0,0,0,0.142077446
28,28,28,0,0,0.181370401
1,46,45,1,0,0.12614336
41,41,0,0,0,0.114834499
5,45,5,0,0,0.120473862
8,8,0,0,0,0.119948006
11,14,11,0,0,0.117933798
3,46,23,7,3,0.117234468
46,28,13,43,46,0.11635046
22,23,18,22,0,0.123086739
48,10,48,0,0,0.128653622
33,9,12,33,0,0.116274023
20,36,17,20,0,0.122273254
2,5,47,26,2,0.127411938
27,9,38,41,27,0.131046104
47,1,47,0,0,0.128564835
40,36,16,40,0,0.161290359
27,27,0,0,0,0.175349092
30,31,30,0,0,0.172055769
45,10,32,45,0,0.199956989
1,1,0,0,0,0.18553896
23,16,17,16,23,0.175257444
26,11,2,37,26,0.190460968
40,43,7,48,40,0.138420725
3,3,0,0,0,0.129765081
35,39,11,11,35,0.135137701
21,40,1,22,21,0.130203581
4,23,16,13,4,0.135082388
40,46,37,24,40,0.132283401
26,42,26,0,0,0.124688244
34,34,0,0,0,0.12234087
36,36,0,0,0,0.123057175
40,22,40,0,0,0.125176239
19,19,0,0,0,0.118156147
16,16,0,0,0,0.132328415
29,22,34,29,0,0.126794291
5,40,24,31,5,0.116645527
20,41,24,44,20,0.1589252
25,20,19,24,25,0.174863291
11,47,13,11,0,0.180726051
41,11,41,0,0,0.18492074
31,10,31,0,0,0.170866632
2,23,2,0,0,0.15663147
47,41,47,0,0,0.142547178
4,13,4,0,0,0.116744661
14,31,1,14,0,0.120635796
46,46,0,0,0,0.11983552
17,17,0,0,0,0.118271208
5,1,33,5,0,0.116508245
40,13,33,40,0,0.125349617
35,29,42,28,35,0.12702198
40,10,40,0,0,0.12298193
12,12,0,0,0,0.117753696
12,12,0,0,0,0.119982147
9,9,0,0,0,0.121101904
5,47,10,5,0,0.122163677
29,29,0,0,0,0.115527487
4,4,0,0,0,0.122172976
46,46,0,0,0,0.1194911
48,5,48,0,0,0.151715612
28,12,28,0,0,0.160959578
35,32,23,35,0,0.182046843
12,47,34,19,12,0.160761356
12,18,48,44,12,0.180571985
15,15,15,0,0,0.172989798
11,25,40,11,0,0.168218327
10,15,13,10,10,0.118360996
48,9,3,48,0,0.123971605
22,20,46,6,22,0.120556021
49,49,0,0,0,0.111419916
30,41,20,30,0,0.113468218
16,17,18,16,0,0.122065067
34,48,36,34,0,0.129707623
26,14,4,26,0,0.120211124
28,10,28,0,0,0.118400574
11,28,5,34,11,0.12081356
18,18,0,0,0,0.120653725
48,48,0,0,0,0.115730476
29,44,29,0,0,0.124415445
24,24,0,0,0,0.118508339
35,48,8,49,35,0.119530344
24,24,0,0,0,0.128039932
17,1,17,0,0,0.141040277
2,5,23,47,2,0.183236694
13,3,13,0,0,0.162998915
30,30,7,39,30,0.165095711
6,6,0,0,0,0.163803911
26,17,10,26,0,0.29807477
32,32,0,0,0,0.137774515
33,2,33,0,0,0.131702709
40,1,24,22,40,0.137366247
22,12,22,0,0,0.139696169
40,40,0,0,0,0.140646648
44,44,0,0,0,0.134617853
19,38,18,19,0,0.14391551
43,4,9,43,0,0.138342142
31,46,31,15,31,0.132891512
16,42,16,0,0,0.121496391
34,34,0,0,0,0.13362031
35,35,0,0,0,0.126509285
20,25,20,0,0,0.129562044
2,2,0,0,0,0.124758101
36,35,46,36,0,0.165926027
9,27,9,0,0,0.163877869
31,36,31,0,0,0.15340457
25,21,39,25,0,0.182204533
33,45,18,27,33,0.181722546
45,45,0,0,0,0.168541765
27,1,4,24,27,0.140359402
46,43,32,44,46,0.122782898
30,27,14,38,30,0.123025751
19,46,40,29,19,0.122031879
43,43,0,0,0,0.119540691
36,25,36,0,0,0.11661005
25,31,32,25,0,0.115163755
44,44,0,0,0,0.120700169
18,4,28,18,0,0.118704176
35,23,35,0,0,0.121303272
26,6,26,0,0,0.116713333
20,48,47,22,20,0.122873306
21,1,21,0,0,0.114590073
7,30,7,0,0,0.118127728
47,2,47,0,0,0.12058897
36,14,3,36,36,0.124887562
1,34,30,1,0,0.17250061
25,25,0,0,0,0.170461655
14,24,36,14,0,0.144135284
4,7,19,4,0,0.167227554
27,31,27,27,0,0.182220507
41,21,42,41,0,0.163974714
34,29,37,34,0,0.153051615
48,7,48,0,0,0.114194441
24,40,24,0,0,0.118696547
35,33,4,10,35,0.122836685
20,21,10,11,20,0.122093582
44,44,0,0,0,0.110983992
29,37,44,29,0,0.118326092
44,44,0,0,0,0.117865992
24,12,24,0,0,0.114792156
47,27,48,6,47,0.119951725
26,8,26,0,0,0.117457485
39,5,2,39,0,0.115970898
7,19,36,8,7,0.120280361
40,32,49,40,0,0.115424442
39,40,25,39,0,0.126089859
16,16,0,0,0,0.115991974
27,42,27,0,0,0.150384045
7,33,21,20,7,0.168875647
37,45,37,0,0,0.164132023
32,15,32,29,32,0.164025831
33,33,0,0,0,0.168975306
12,28,12,0,0,0.160566187
37,45,49,37,0,0.158583641
26,44,26,0,0,0.134066582
1,7,1,0,0,0.125012255
15,6,38,15,0,0.118313503
1,5,13,1,0,0.124472094
45,6,26,9,45,0.119080782
6,42,6,0,0,0.214532232
24,23,33,29,24,0.135827065
22,29,37,20,22,0.138542128
24,24,0,0,0,0.13472414
31,27,17,31,0,0.139556599
37,21,15,37,0,0.136738253
40,32,40,0,0,0.14161334
19,32,6,3,19,0.143717051
28,18,3,28,0,0.14675498
24,28,30,6,24,0.183108521
37,30,49,43,37,0.192364216
11,9,12,2,11,0.190189934
37,37,0,0,0,0.155777502
46,49,46,0,0,0.167445755
26,20,12,2,26,0.15701313
2,12,2,0,0,0.120607281
39,21,2,39,0,0.121021795
49,24,14,43,49,0.12624259
37,6,31,6,37,0.12152133
26,36,26,0,0,0.123399925
2,36,20,2,0,0.121089602
49,44,6,20,49,0.121246862
6,15,6,0,0,0.112899017
44,26,27,28,44,0.116392279
33,45,33,0,0,0.118919182
20,10,40,20,0,0.118653107
29,29,0,0,0,0.120798635
36,19,36,0,0,0.112111044
13,8,33,13,0,0.120899868
36,12,45,36,0,0.117791128
9,9,0,0,0,0.154298353
23,36,13,29,23,0.166027212
40,6,24,40,0,0.174519587
15,25,15,0,0,0.159776402
1,1,0,0,0,0.176690912
34,34,0,0,0,0.164479399
6,12,6,0,0,0.164339495
22,22,0,0,0,0.130092049
10,4,35,2,10,0.125243378
6,16,48,9,6,0.116634274
12,12,0,0,0,0.120916748
20,46,12,20,0,0.119780064
45,26,38,47,45,0.11442914
8,8,0,0,0,0.112386084
34,49,34,0,0,0.120675135
24,24,0,0,0,0.115785456
37,31,33,37,0,0.116780472
23,46,9,23,0,0.121314001
38,24,38,38,0,0.120009422
1,38,8,40,1,0.123173857
20,21,20,39,20,0.120746756
47,17,15,38,47,0.121699142
43,11,21,43,0,0.137704992
45,35,45,0,0,0.158373642
3,35,15,3,0,0.155383587
47,1,39,47,0,0.164527512
4,24,5,39,4,0.170457983
10,34,7,10,0,0.160220242
6,26,33,13,6,0.158703375
41,34,28,41,41,0.150780821
18,33,1,18,0,0.123321295
45,9,1,43,45,0.123046303
37,37,0,0,0,0.121869564
17,14,30,35,17,0.122333002
21,21,0,0,0,0.112886143
23,31,23,0,0,0.119716406
29,32,10,14,29,0.124900675
22,25,43,22,0,0.118139172
3,3,0,0,0,0.119178152
34,39,34,0,0,0.118441057
43,43,0,0,0,0.119580936
14,15,17,14,0,0.222442913
5,3,19,5,0,0.134086943
30,40,43,30,0,0.14172945
9,9,0,0,0,0.190522051
5,5,0,0,0,0.183956575
23,45,23,0,0,0.180686712
5,21,44,5,0,0.183403969
15,8,33,15,0,0.208804226
40,40,40,0,0,0.18614769
9,45,9,0,0,0.135021067
21,5,3,19,21,0.131907988
21,21,0,0,0,0.128333473
2,37,13,2,0,0.130849361
5,5,0,0,0,0.129273415
35,35,0,0,0,0.131208849
26,4,3,26,0,0.134157467
38,38,0,0,0,0.126953125
17,44,47,17,0,0.123862314
43,33,46,43,0,0.123056459
40,11,8,16,40,0.134581041
6,2,6,0,0,0.124846601
22,26,22,0,0,0.118326378
11,15,11,0,0,0.130806732
35,49,35,35,0,0.16570878
25,25,0,0,0,0.186999798
9,34,9,0,0,0.157355499
46,28,31,5,46,0.154519653
44,1,47,44,0,0.181272078
1,39,1,1,0,0.167145395
41,41,0,0,0,0.170005417
24,33,45,18,24,0.122520447
4,4,0,0,0,0.120944643
23,23,0,0,0,0.1236516
2,2,0,0,0,0.117736912
27,16,5,27,0,0.12224555
42,30,42,0,0,0.125176191
32,8,42,32,0,0.12314353
8,9,27,29,8,0.123058271
37,36,37,0,0,0.117243624
19,11,19,0,0,0.120301056
34,45,34,0,0,0.120217371
6,6,0,0,0,0.112313557
48,23,30,46,48,0.120165443
27,7,4,35,27,0.121565533
8,32,40,46,8,0.114436674
37,42,37,0,0,0.131211233
42,47,42,0,0,0.155826378
15,6,41,15,0,0.191825438
31,31,0,0,0,0.167877674
33,28,12,33,0,0.158415365
28,30,39,39,28,0.171438313
10,10,0,0,0,0.152801561
2,27,48,2,0,0.152181721
34,28,29,34,0,0.118840504
13,12,40,13,0,0.118365097
4,23,48,24,4,0.118355846
23,44,27,46,23,0.116644144
42,43,26,42,0,0.119584322
8,24,21,8,0,0.118400717
15,7,5,10,15,0.118707561
6,18,12,6,0,0.11825366
39,2,39,0,0,0.119733238
1,9,49,18,1,0.131228638
12,13,12,19,12,0.119052935
11,48,42,11,0,0.123972988
34,34,0,0,0,0.119195652
46,11,46,0,0,0.115780258
6,16,41,41,6,0.129643726
14,14,0,0,0,0.140729523
4,14,23,4,0,0.133146811
34,49,32,34,0,0.163694
16,23,4,16,0,0.178381252
27,10,24,42,27,0.183010626
39,47,39,0,0,0.160639381
40,18,36,40,40,0.18328352
6,17,45,6,0,0.133331251
17,46,17,0,0,0.227944756
2,41,40,44,2,0.142672396
10,36,26,32,10,0.137166691
31,31,0,0,0,0.129778051
46,46,0,0,0,0.131043005
3,41,3,0,0,0.137364674
21,25,21,0,0,0.138214922
29,20,29,0,0,0.131179428
4,4,0,0,0,0.130525351
36,29,15,36,0,0.131604052
33,33,0,0,0,0.127211618
23,48,23,0,0,0.127810144
22,3,23,24,22,0.150578785
32,13,32,0,0,0.182355738
19,12,35,19,0,0.175488901
11,2,34,43,11,0.176222515
27,27,0,0,0,0.18582983
11,31,11,0,0,0.175360489
7,7,0,0,0,0.150001431
36,36,0,0,0,0.11807065
24,42,44,8,24,0.12673564
24,24,0,0,0,0.120285225
6,44,7,6,0,0.123477364
8,15,37,33,8,0.118460083
22,20,22,0,0,0.117655706
10,8,35,21,10,0.120652342
20,42,24,20,0,0.125165892
5,16,5,0,0,0.11703763
35,14,2,38,35,0.127423
25,23,26,20,25,0.129137897
49,49,0,0,0,0.118282747
6,6,0,0,0,0.121234894
18,11,7,18,0,0.123173761
11,36,40,11,11,0.123829269
3,4,3,0,0,0.16449914
43,7,6,39,43,0.145392227
31,31,0,0,0,0.163067579
45,20,26,45,0,0.170853615
17,38,34,17,0,0.181496954
